ticker,company_name,sector,year,has_text,text_len,tone_net,tone_change_from_prior,total_theme_mentions_per_10k,theme_mentions_change_from_prior,dominant_theme,text_similarity_to_prior,changed_from_prior,theme_shift_from_prior
EOG,EOG Resources,Energy,2019,True,229698,0.3333,-0.015500000000000014,50.239799999999995,6.4927999999999955,financial_performance_growth,0.8233,True,9.201199999999998
EOG,EOG Resources,Energy,2020,True,230251,0.3071,-0.0262,53.0724,2.8326000000000064,financial_performance_growth,0.5694,True,2.8326000000000042
EOG,EOG Resources,Energy,2021,True,363515,0.3146,0.007500000000000007,42.694199999999995,-10.378200000000007,financial_performance_growth,0.46525,True,11.085200000000004
EOG,EOG Resources,Energy,2022,True,254858,0.4756,0.16100000000000003,55.795899999999996,13.101700000000001,financial_performance_growth,0.47145,True,13.830099999999998
EOG,EOG Resources,Energy,2023,True,271716,0.4378,-0.0378,60.28359999999999,4.487699999999997,financial_performance_growth,0.27275,True,5.8873
EOG,EOG Resources,Energy,2024,True,267884,0.3072,-0.13060000000000005,59.9141,-0.36949999999999505,financial_performance_growth,0.755,True,5.3008999999999995
F,Ford Motor,Consumer Discretionary,2016,True,463710,0.2089,,35.0651,,financial_performance_growth,,,
F,Ford Motor,Consumer Discretionary,2017,True,283798,0.3267,0.11779999999999999,54.616299999999995,19.551199999999994,financial_performance_growth,0.5269,True,19.551199999999998
F,Ford Motor,Consumer Discretionary,2018,True,414601,0.2082,-0.1185,48.890299999999996,-5.725999999999999,financial_performance_growth,0.54145,True,8.829999999999998
F,Ford Motor,Consumer Discretionary,2019,True,492890,0.1429,-0.0653,36.6613,-12.229,financial_performance_growth,0.649,True,12.377399999999998
F,Ford Motor,Consumer Discretionary,2020,True,317489,0.0493,-0.0936,55.781499999999994,19.120199999999997,financial_performance_growth,0.54245,True,19.120199999999997
F,Ford Motor,Consumer Discretionary,2021,True,382599,0.1609,0.11159999999999999,57.3185,1.5370000000000061,financial_performance_growth,0.48495,True,5.1968
F,Ford Motor,Consumer Discretionary,2022,True,557557,0.0445,-0.11639999999999999,40.8031,-16.5154,financial_performance_growth,0.1985,True,16.5154
F,Ford Motor,Consumer Discretionary,2023,True,414679,0.0576,0.0131,51.220200000000006,10.417100000000005,financial_performance_growth,0.2,True,10.4259
F,Ford Motor,Consumer Discretionary,2024,True,410504,0.0819,0.024300000000000002,51.400299999999994,0.18009999999998882,financial_performance_growth,0.24835,True,3.683500000000002
GOOGL,Alphabet,Technology,2016,True,317888,0.1304,,40.4231,,financial_performance_growth,,,
GOOGL,Alphabet,Technology,2017,True,314625,0.2432,0.11280000000000001,42.1772,1.754100000000001,financial_performance_growth,0.2225,True,2.231700000000001
GOOGL,Alphabet,Technology,2018,True,310828,0.0803,-0.1629,43.14280000000001,0.9656000000000091,financial_performance_growth,0.7272,True,4.0291999999999994
GOOGL,Alphabet,Technology,2019,True,351435,0.2302,0.14989999999999998,43.990899999999996,0.8480999999999881,financial_performance_growth,0.5937,True,10.768500000000003
GOOGL,Alphabet,Technology,2020,True,328247,0.2489,0.018700000000000022,44.2653,0.2744000000000071,financial_performance_growth,0.25415,True,3.799199999999998
GOOGL,Alphabet,Technology,2021,True,337395,0.2389,-0.010000000000000009,48.5782,4.312899999999999,financial_performance_growth,0.5742,True,7.635299999999999
GOOGL,Alphabet,Technology,2022,True,508643,0.0802,-0.1587,49.6026,1.0244,financial_performance_growth,0.41195,True,10.2562
GOOGL,Alphabet,Technology,2023,True,461025,0.1731,0.09290000000000001,52.4483,2.845700000000001,financial_performance_growth,0.31965,True,12.846499999999999
GOOGL,Alphabet,Technology,2024,True,381274,-0.0562,-0.2293,60.9273,8.479,financial_performance_growth,0.48825,True,10.010200000000001
GS,Goldman Sachs,Financials,2016,True,312089,-0.2704,,56.7787,,financial_performance_growth,,,
GS,Goldman Sachs,Financials,2017,False,0,0.0,,0.0,,,,,
GS,Goldman Sachs,Financials,2018,True,456217,-0.1534,0.11699999999999997,45.548500000000004,-11.230199999999996,financial_performance_growth,0.1999,True,11.230199999999996
GS,Goldman Sachs,Financials,2019,True,345467,-0.2,-0.0466,56.561099999999996,11.012599999999992,financial_performance_growth,0.17495,True,11.138599999999999
GS,Goldman Sachs,Financials,2020,True,318918,-0.0307,0.1693,63.3706,6.809500000000007,financial_performance_growth,0.15145,True,7.210100000000001
GS,Goldman Sachs,Financials,2021,True,499649,-0.0107,0.020000000000000004,54.15809999999999,-9.212500000000013,financial_performance_growth,0.3377,True,10.027100000000003
GS,Goldman Sachs,Financials,2022,True,398620,0.0129,0.0236,65.30040000000001,11.14230000000002,financial_performance_growth,0.2901,True,13.121500000000003
GS,Goldman Sachs,Financials,2023,False,0,0.0,,0.0,,,,,
GS,Goldman Sachs,Financials,2024,True,463352,-0.0678,-0.0807,63.3644,-1.936000000000007,financial_performance_growth,0.3637,True,9.1158
HAL,Halliburton,Energy,2016,True,239077,0.2294,,49.607299999999995,,financial_performance_growth,,,
HAL,Halliburton,Energy,2017,True,329805,0.3191,0.0897,45.754400000000004,-3.852899999999991,financial_performance_growth,0.38655,True,3.9236999999999997
HAL,Halliburton,Energy,2018,True,209104,0.1897,-0.1294,48.20569999999999,2.451299999999989,financial_performance_growth,0.22055,True,3.4980999999999987
HAL,Halliburton,Energy,2019,True,275983,0.1489,-0.0408,48.2638,0.058100000000010255,financial_performance_growth,0.4514,True,6.143699999999999
HAL,Halliburton,Energy,2020,True,274664,0.1549,0.006000000000000005,49.8428,1.5789999999999935,financial_performance_growth,0.43505,True,2.4236000000000013
HAL,Halliburton,Energy,2021,True,322766,0.2581,0.10319999999999999,48.8588,-0.9839999999999947,financial_performance_growth,0.48595,True,4.063199999999995
HAL,Halliburton,Energy,2022,True,217254,0.25,-0.008099999999999996,63.47409999999999,14.61529999999999,financial_performance_growth,0.09795,True,17.092299999999994
HAL,Halliburton,Energy,2023,True,309485,0.2417,-0.008300000000000002,59.906000000000006,-3.568099999999987,financial_performance_growth,0.48835,True,10.597299999999994
HAL,Halliburton,Energy,2024,True,337644,0.3596,0.11789999999999998,60.1817,0.2756999999999934,financial_performance_growth,0.33185,True,3.5258999999999956
HD,Home Depot,Consumer Discretionary,2016,True,240489,0.0789,,50.230999999999995,,financial_performance_growth,,,
HD,Home Depot,Consumer Discretionary,2017,True,264656,0.1932,0.11430000000000001,51.652,1.4210000000000065,financial_performance_growth,0.41375,True,2.3454000000000015
HD,Home Depot,Consumer Discretionary,2018,True,278943,0.1512,-0.04200000000000001,52.949799999999996,1.2977999999999952,financial_performance_growth,0.53155,True,2.562399999999998
HD,Home Depot,Consumer Discretionary,2019,True,284000,0.1695,0.01830000000000001,55.9156,2.9658000000000015,financial_performance_growth,0.4255,True,5.712
HD,Home Depot,Consumer Discretionary,2020,True,307570,0.1286,-0.04090000000000002,57.4179,1.5023000000000053,financial_performance_growth,0.60945,True,2.1404999999999994
HD,Home Depot,Consumer Discretionary,2021,True,298361,0.1008,-0.02779999999999999,56.7769,-0.6410000000000053,financial_performance_growth,0.3941,True,6.245999999999998
HD,Home Depot,Consumer Discretionary,2022,True,414463,0.2366,0.1358,53.6597,-3.117199999999997,financial_performance_growth,0.48605,True,8.994200000000003
HD,Home Depot,Consumer Discretionary,2023,True,346803,0.2298,-0.0068000000000000005,57.352599999999995,3.6928999999999945,financial_performance_growth,0.47675,True,7.239699999999999
HD,Home Depot,Consumer Discretionary,2024,True,347027,0.1269,-0.10289999999999999,57.3442,-0.008399999999994634,financial_performance_growth,0.6747,True,6.3877999999999995
IBM,IBM,Technology,2016,True,286718,0.381,,44.4687,,financial_performance_growth,,,
IBM,IBM,Technology,2017,True,312051,0.344,-0.03700000000000003,44.1593,-0.30939999999999657,financial_performance_growth,0.8817,True,1.9554000000000005
IBM,IBM,Technology,2018,True,322879,0.378,0.03400000000000003,46.9216,2.762299999999996,financial_performance_growth,0.1445,True,4.0935
IBM,IBM,Technology,2019,True,359864,0.4839,0.1059,51.5195,4.597900000000003,financial_performance_growth,0.238,True,5.101699999999999
IBM,IBM,Technology,2020,True,357639,0.6126,0.12870000000000004,51.6723,0.15279999999999916,financial_performance_growth,0.28395,True,4.265599999999999
IBM,IBM,Technology,2021,True,379074,0.6692,0.056599999999999984,54.8442,3.171900000000001,financial_performance_growth,0.3435,True,7.426900000000002
IBM,IBM,Technology,2022,True,366567,0.576,-0.09320000000000006,51.2321,-3.612099999999998,financial_performance_growth,0.2494,True,5.492299999999998
IBM,IBM,Technology,2023,True,385062,0.4101,-0.16589999999999994,49.758300000000006,-1.4737999999999971,financial_performance_growth,0.3611,True,4.392799999999999
IBM,IBM,Technology,2024,True,361169,0.4232,0.0131,52.6901,2.9317999999999955,financial_performance_growth,0.3522,True,8.3768
INTC,Intel,Technology,2016,True,263938,0.2308,,56.3391,,financial_performance_growth,,,
INTC,Intel,Technology,2017,True,390487,0.2218,-0.009000000000000008,48.144999999999996,-8.194100000000006,financial_performance_growth,0.3983,True,8.659099999999999
